,hd-name,folder-name,file-name,video-name
54,EarlyMay,pa_sat_28dpf_groupA_n5_20210508,pa_sat_28dpf_groupA_n5_20210508_2021-05-08-101343-0000.raw,pa_sat_28dpf_groupA_n5_20210508_2021-05-08-101343
55,EarlyMay,pa_sat_28dpf_groupB_n2b_20210508,pa_sat_28dpf_groupB_n2b_20210508_2021-05-08-100918-0000.raw,pa_sat_28dpf_groupB_n2b_20210508_2021-05-08-100918
56,EarlyMay,pa_sat_28dpf_groupB_n2_20210508,pa_sat_28dpf_groupB_n2_20210508_2021-05-08-093051-0000.pgm,pa_sat_28dpf_groupB_n2_20210508_2021-05-08-093051
57,EarlyMay,pa_sat_28dpf_groupB_n5b_20210508,pa_sat_28dpf_groupB_n5b_20210508_2021-05-08-093322-0000.raw,pa_sat_28dpf_groupB_n5b_20210508_2021-05-08-093322
58,EarlyMay,pa_sat_28dpf_groupB_n5_20210508,pa_sat_28dpf_groupB_n5_20210508_2021-05-08-092856-0000.raw,pa_sat_28dpf_groupB_n5_20210508_2021-05-08-092856
59,EarlyMay,pa_wed_42dpf_groupA_n2_20210512,pa_wed_42dpf_groupA_n2_20210512_2021-05-12-142802-0000.raw,pa_wed_42dpf_groupA_n2_20210512_2021-05-12-142802
60,EarlyMay,pa_wed_42dpf_groupA_n5_20210512,pa_wed_42dpf_groupA_n5_20210512_2021-05-12-135416-0000.raw,pa_wed_42dpf_groupA_n5_20210512_2021-05-12-135416
61,EarlyMay,pa_wed_42dpf_groupB_n2b_20210512,pa_wed_42dpf_groupB_n2b_20210512_2021-05-12-123022-0000.raw,pa_wed_42dpf_groupB_n2b_20210512_2021-05-12-123022
62,EarlyMay,pa_wed_42dpf_groupB_n2_20210512,pa_wed_42dpf_groupB_n2_20210512_2021-05-12-115522-0000.raw,pa_wed_42dpf_groupB_n2_20210512_2021-05-12-115522
63,EarlyMay,pa_wed_42dpf_groupB_n5_20210512,pa_wed_42dpf_groupB_n5_20210512_2021-05-12-115054-0000.raw,pa_wed_42dpf_groupB_n5_20210512_2021-05-12-115054
64,EarlyMay,pa_wed_42dpf_groupC_n2_20210512,pa_wed_42dpf_groupC_n2_20210512_2021-05-12-131010-0000.raw,pa_wed_42dpf_groupC_n2_20210512_2021-05-12-131010
65,EarlyMay,pa_wed_42dpf_groupC_n5b_20210512,pa_wed_42dpf_groupC_n5b_20210512_2021-05-12-131438-0000.raw,pa_wed_42dpf_groupC_n5b_20210512_2021-05-12-131438
66,EarlyMay,pa_wed_42dpf_groupC_n5d_20210512,pa_wed_42dpf_groupC_n5d_20210512_2021-05-12-134955-0000.raw,pa_wed_42dpf_groupC_n5d_20210512_2021-05-12-134955
67,EarlyMay,pa_wed_42dpf_groupC_n5_20210512,pa_wed_42dpf_groupC_n5_20210512_2021-05-12-123451-0000.raw,pa_wed_42dpf_groupC_n5_20210512_2021-05-12-123451
68,EarlyMay,pa_wed_42dpf_groupD_n2b_20210512,pa_wed_42dpf_groupD_n2b_20210512_2021-05-12-150932-0000.raw,pa_wed_42dpf_groupD_n2b_20210512_2021-05-12-150932
69,EarlyMay,pa_wed_42dpf_groupD_n2_20210512,pa_wed_42dpf_groupD_n2_20210512_2021-05-12-150503-0000.raw,pa_wed_42dpf_groupD_n2_20210512_2021-05-12-150503
70,EarlyMay,pa_wed_42dpf_groupD_n5_20210512,pa_wed_42dpf_groupD_n5_20210512_2021-05-12-143231-0000.raw,pa_wed_42dpf_groupD_n5_20210512_2021-05-12-143231
71,midMay,SF_thur_7dpf_groupA_n2b_20210513,SF_thur_7dpf_groupA_n2b_20210513_2021-05-13-113550-0000.raw,SF_thur_7dpf_groupA_n2b_20210513_2021-05-13-113550
72,midMay,SF_thur_7dpf_groupA_n2_20210513,SF_thur_7dpf_groupA_n2_20210513_2021-05-13-105144-0000.pgm,SF_thur_7dpf_groupA_n2_20210513_2021-05-13-105144
73,EarlyMay,sf_thur_7dpf_groupA_n5b_20210513,sf_thur_7dpf_groupA_n5b_20210513_2021-05-13-142401-0000.raw,sf_thur_7dpf_groupA_n5b_20210513_2021-05-13-142401
74,midMay,SF_thur_7dpf_groupA_n5c_20210513,SF_thur_7dpf_groupA_n5c_20210513_2021-05-13-121423-0000.raw,SF_thur_7dpf_groupA_n5c_20210513_2021-05-13-121423
75,midMay,sf_thur_7dpf_groupA_n5e_20210513,sf_thur_7dpf_groupA_n5e_20210513_2021-05-13-121003-0000.raw,sf_thur_7dpf_groupA_n5e_20210513_2021-05-13-121003
76,midMay,sf_thur_7dpf_groupB_n1c_20210513,sf_thur_7dpf_groupB_n1c_20210513_2021-05-13-132816-0000.raw,sf_thur_7dpf_groupB_n1c_20210513_2021-05-13-132816
77,midMay,sf_thur_7dpf_groupB_n1d_20210513,sf_thur_7dpf_groupB_n1d_20210513_2021-05-13-140501-0000.raw,sf_thur_7dpf_groupB_n1d_20210513_2021-05-13-140501
78,midMay,sf_thur_7dpf_groupB_n1e_20210513,sf_thur_7dpf_groupB_n1e_20210513_2021-05-13-140041-0000.raw,sf_thur_7dpf_groupB_n1e_20210513_2021-05-13-140041
79,midMay,sf_thur_7dpf_groupB_n1_20210513,sf_thur_7dpf_groupB_n1_20210513_2021-05-13-133235-0000.raw,sf_thur_7dpf_groupB_n1_20210513_2021-05-13-133235
80,midMay,sf_thur_7dpf_groupB_n5c_20210513,sf_thur_7dpf_groupB_n5c_20210513_2021-05-13-125153-0000.raw,sf_thur_7dpf_groupB_n5c_20210513_2021-05-13-125153
81,midMay,sf_thur_7dpf_groupB_n5_20210513,sf_thur_7dpf_groupB_n5_20210513_2021-05-13-125622-0000.raw,sf_thur_7dpf_groupB_n5_20210513_2021-05-13-125622
82,July,sf_thur_42dpf_groupA_n5_20210617,sf_thur_42dpf_groupA_n5_20210617_2021-06-17-143759-0000.raw,sf_thur_42dpf_groupA_n5_20210617_2021-06-17-143759
83,July,sf_thur_42dpf_groupB_n5_20210617,sf_thur_42dpf_groupB_n5_20210617_2021-06-17-151602-0000.raw,sf_thur_42dpf_groupB_n5_20210617_2021-06-17-151602
84,July,sf_sun_56dpf_groupA_n2b_20210621,sf_sun_56dpf_groupA_n2b_20210621_2021-06-21-115458-0000.raw,sf_sun_56dpf_groupA_n2b_20210621_2021-06-21-115458
85,July,sf_sun_56dpf_groupA_n2_20210621,sf_sun_56dpf_groupA_n2_20210621_2021-06-21-112228-0000.raw,sf_sun_56dpf_groupA_n2_20210621_2021-06-21-112228
86,July,sf_sun_56dpf_groupA_n5_20210621,sf_sun_56dpf_groupA_n5_20210621_2021-06-21-104817-0000.raw,sf_sun_56dpf_groupA_n5_20210621_2021-06-21-104817
87,July,sf_sun_56dpf_groupB_n1_20210621,sf_sun_56dpf_groupB_n1_20210621_2021-06-21-154052-0000.raw,sf_sun_56dpf_groupB_n1_20210621_2021-06-21-154052
88,July,sf_sun_56dpf_groupC_n2_20210621,sf_sun_56dpf_groupC_n2_20210621_2021-06-21-091456-0000.raw,sf_sun_56dpf_groupC_n2_20210621_2021-06-21-091456
89,July,sf_sun_56dpf_groupD_n2_20210621,sf_sun_56dpf_groupD_n2_20210621_2021-06-21-101530-0000.raw,sf_sun_56dpf_groupD_n2_20210621_2021-06-21-101530
90,July,pa_thur_42dpf_groupA_n2b_20210701,pa_thur_42dpf_groupA_n2b_20210701_2021-07-01-090547-0000.raw,pa_thur_42dpf_groupA_n2b_20210701_2021-07-01-090547
91,July,pa_thur_42dpf_groupA_n2_20210701,pa_thur_42dpf_groupA_n2_20210701_2021-07-01-083049-0000.raw,pa_thur_42dpf_groupA_n2_20210701_2021-07-01-083049
92,July,pa_thur_42dpf_groupB_n5_20210701,pa_thur_42dpf_groupB_n5_20210701_2021-07-01-094419-0000.raw,pa_thur_42dpf_groupB_n5_20210701_2021-07-01-094419
93,July,PA_Sat_42dpf_GroupA_n1a_20210703,PA_Sat_42dpf_GroupA_n1a_20210703_2021-07-03-152344-0000.raw,PA_Sat_42dpf_GroupA_n1a_20210703_2021-07-03-152344
94,July,PA_sat_42dpf_GroupA_n1b_20210703,PA_sat_42dpf_GroupA_n1b_20210703_2021-07-03-152309-0000.raw,PA_sat_42dpf_GroupA_n1b_20210703_2021-07-03-152309
95,July,PA_Sat_42dpf_GroupA_n1c_20210703,PA_Sat_42dpf_GroupA_n1c_20210703_2021-07-03-155853-0000.raw,PA_Sat_42dpf_GroupA_n1c_20210703_2021-07-03-155853
96,July,PA_sat_42dpf_GroupA_n1d_20210703,PA_sat_42dpf_GroupA_n1d_20210703_2021-07-03-155818-0000.raw,PA_sat_42dpf_GroupA_n1d_20210703_2021-07-03-155818
97,July,PA_Sat_42dpf_GroupA_n1e_20210703,PA_Sat_42dpf_GroupA_n1e_20210703_2021-07-03-163334-0000.raw,PA_Sat_42dpf_GroupA_n1e_20210703_2021-07-03-163334
98,July,PA_Sat_42dpf_GroupA_n1g_20210703,PA_Sat_42dpf_GroupA_n1g_20210703_2021-07-03-174919-0000.raw,PA_Sat_42dpf_GroupA_n1g_20210703_2021-07-03-174919
99,July,PA_sat_42dpf_GroupA_n2_20210703,PA_sat_42dpf_GroupA_n2_20210703_2021-07-03-163259-0000.raw,PA_sat_42dpf_GroupA_n2_20210703_2021-07-03-163259
100,July,PA_Sat_42dpf_GroupB_n1f_20210703,PA_Sat_42dpf_GroupB_n1f_20210703_2021-07-03-171053-0000.raw,PA_Sat_42dpf_GroupB_n1f_20210703_2021-07-03-171053
101,July,PA_sat_42dpf_GroupB_n1h_20210703,PA_sat_42dpf_GroupB_n1h_20210703_2021-07-03-174845-0000.raw,PA_sat_42dpf_GroupB_n1h_20210703_2021-07-03-174845
102,July,PA_sat_42dpf_GroupB_n5_20210703,PA_sat_42dpf_GroupB_n5_20210703_2021-07-03-171019-0000.raw,PA_sat_42dpf_GroupB_n5_20210703_2021-07-03-171019
103,July,sf_sun_70dpf_groupAB_n1_20210704,sf_sun_70dpf_groupAB_n1_20210704_2021-07-04-120727-0000.raw,sf_sun_70dpf_groupAB_n1_20210704_2021-07-04-120727
104,July,sf_sun_70dpf_groupBC_n2b_20210704,sf_sun_70dpf_groupBC_n2b_20210704_2021-07-04-113237-0000.raw,sf_sun_70dpf_groupBC_n2b_20210704_2021-07-04-113237
105,July,sf_thur_70dpf_groupA_n2b_20210715,sf_thur_70dpf_groupA_n2b_20210715_2021-07-15-150654-0000.raw,sf_thur_70dpf_groupA_n2b_20210715_2021-07-15-150654
106,July,sf_thur_70dpf_groupA_n2_20210715,sf_thur_70dpf_groupA_n2_20210715_2021-07-15-143316-0000.raw,sf_thur_70dpf_groupA_n2_20210715_2021-07-15-143316
107,July,sf_thur_70dpf_groupB_n1_20210715,sf_thur_70dpf_groupB_n1_20210715_2021-07-15-135919-0000.raw,sf_thur_70dpf_groupB_n1_20210715_2021-07-15-135919
108,July,sf_thur_70dpf_groupB_n2_20210715,sf_thur_70dpf_groupB_n2_20210715_2021-07-15-132453-0000.raw,sf_thur_70dpf_groupB_n2_20210715_2021-07-15-132453
109,June,sf_wed_56dpf_groupA_n1_20210602,sf_wed_56dpf_groupA_n1_20210602_2021-06-02-144104-0000.raw,sf_wed_56dpf_groupA_n1_20210602_2021-06-02-144104
110,June,sf_wed_56dpf_groupA_n2_20210602,sf_wed_56dpf_groupA_n2_20210602_2021-06-02-140810-0000.raw,sf_wed_56dpf_groupA_n2_20210602_2021-06-02-140810
111,June,pa_sat_56dpf_groupA_n2b_20210605,pa_sat_56dpf_groupA_n2b_20210605_2021-06-05-120852-0000.raw,pa_sat_56dpf_groupA_n2b_20210605_2021-06-05-120852
112,June,pa_sat_56dpf_groupA_n2_20210605,pa_sat_56dpf_groupA_n2_20210605_2021-06-05-113140-0000.raw,pa_sat_56dpf_groupA_n2_20210605_2021-06-05-113140
113,June,pa_sat_56dpf_groupA_n5_20210605,pa_sat_56dpf_groupA_n5_20210605_2021-06-05-101754-0000.raw,pa_sat_56dpf_groupA_n5_20210605_2021-06-05-101754
114,June,pa_sat_56dpf_groupB_n2_20210605,pa_sat_56dpf_groupB_n2_20210605_2021-06-05-124539-0000.raw,pa_sat_56dpf_groupB_n2_20210605_2021-06-05-124539
115,June,pa_sat_56dpf_groupB_n5_20210605,pa_sat_56dpf_groupB_n5_20210605_2021-06-05-105715-0000.raw,pa_sat_56dpf_groupB_n5_20210605_2021-06-05-105715
116,June,SF_sat_42dpf_groupA_n1_20210606,SF_sat_42dpf_groupA_n1_20210606_2021-06-06-134115-0000.raw,SF_sat_42dpf_groupA_n1_20210606_2021-06-06-134115
117,June,SF_sat_42dpf_groupA_n2_20210606,SF_sat_42dpf_groupA_n2_20210606_2021-06-06-134103-0000.raw,SF_sat_42dpf_groupA_n2_20210606_2021-06-06-134103
118,June,SF_sat_42dpf_GroupA_n5a_20210606,SF_sat_42dpf_GroupA_n5a_20210606_2021-06-06-122125-0000.raw,SF_sat_42dpf_GroupA_n5a_20210606_2021-06-06-122125
119,June,SF_sat_42dpf_groupB_n2_20210606,SF_sat_42dpf_groupB_n2_20210606_2021-06-06-142207-0000.raw,SF_sat_42dpf_groupB_n2_20210606_2021-06-06-142207
120,June,SF_sat_42dpf_groupB_n5_20210606,SF_sat_groupB_n5_20210606_2021-06-06-142155-0000.raw,SF_sat_groupB_n5_20210606_2021-06-06-142155
121,June,SF_sat_42dpf_groupC_n2a_20210606,SF_sat_42dpf_groupC_n2a_20210606_2021-06-06-150024-0000.raw,SF_sat_42dpf_groupC_n2a_20210606_2021-06-06-150024
